USDCAD Curncy,,,S&P 500 Total Return Index,,,S&P/TSX Composite Total Return Index,,,USGG2YR Index,,,USGG12M Index,,,GCAN2YR Index,,,GCAN12M Index,,,CL1 Comdty,,,Spread of Canadian and US 2 Year Rates,,,Spread of Canadian and US 1 Year Rates,1.2659,,XAU Curncy,,,HG1 Comdty,,,US0003M Index,,,GCAN3M Index,,,DXY Curncy,,,DXY Curncy,,,EURUSD Curncy,,,USDJPY Curncy,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
1/10/2011,0.99,,1/10/2011,"2,135.8640",,1/10/2011,"35,956.4700",,1/10/2011,0.5691,,1/10/2011,0.2580,,1/10/2011,1.7140,,1/10/2011,1.4370,,1/10/2011,89.2500,,1/10/2011,-1.1449,,1/10/2011,-1.1790,,1/10/2011,1375.71,,2/4/2011,457.95,,2/2/2011,0.3105,,1/10/2011,1.041,,1/14/2011,79.162,,1/14/2011,79.162,,1/10/2011,1/1/1900,,1/10/2011,82.71
1/11/2011,0.99,,1/11/2011,"2,143.8190",,1/11/2011,"36,379.8600",,1/11/2011,0.5850,,1/11/2011,0.2519,,1/11/2011,1.7340,,1/11/2011,1.4380,,1/11/2011,91.1100,,1/11/2011,-1.1490,,1/11/2011,-1.1861,,1/11/2011,1381.58,,2/7/2011,457.5,,2/3/2011,0.3105,,1/11/2011,1.042,,1/17/2011,79.337,,1/17/2011,79.337,,1/11/2011,1/1/1900,,1/11/2011,83.24
1/12/2011,0.99,,1/12/2011,"2,163.3550",,1/12/2011,"36,542.7400",,1/12/2011,0.6009,,1/12/2011,0.2570,,1/12/2011,1.7510,,1/12/2011,1.4350,,1/12/2011,91.8600,,1/12/2011,-1.1501,,1/12/2011,-1.1780,,1/12/2011,1387.9,,2/8/2011,457.4,,2/4/2011,0.3115,,1/12/2011,0.966,,1/18/2011,78.962,,1/18/2011,78.962,,1/12/2011,1/1/1900,,1/12/2011,83
1/13/2011,0.99,,1/13/2011,"2,159.6600",,1/13/2011,"36,383.3300",,1/13/2011,0.5768,,1/13/2011,0.2468,,1/13/2011,1.7730,,1/13/2011,1.4430,,1/13/2011,91.4000,,1/13/2011,-1.1962,,1/13/2011,-1.1962,,1/13/2011,1373.6,,2/9/2011,452.4,,2/7/2011,0.312,,1/13/2011,1.042,,1/19/2011,78.64,,1/19/2011,78.64,,1/13/2011,1/1/1900,,1/13/2011,82.81
1/14/2011,0.99,,1/14/2011,"2,175.6830",,1/14/2011,"36,553.3000",,1/14/2011,0.5685,,1/14/2011,0.2529,,1/14/2011,1.7830,,1/14/2011,1.4480,,1/14/2011,91.5400,,1/14/2011,-1.2145,,1/14/2011,-1.1951,,1/14/2011,1361.85,,2/10/2011,454.35,,2/8/2011,0.312,,1/14/2011,1.034,,1/20/2011,78.823,,1/20/2011,78.823,,1/14/2011,1/1/1900,,1/14/2011,82.87
1/17/2011,0.99,,1/17/2011,"2,175.6830",,1/17/2011,"36,493.4000",,1/17/2011,0.5765,,1/17/2011,0.2570,,1/17/2011,1.7900,,1/17/2011,1.4610,,1/17/2011,91.5400,,1/17/2011,-1.2135,,1/17/2011,-1.2040,,1/17/2011,1361.61,,2/11/2011,453.6,,2/9/2011,0.312,,1/17/2011,1.042,,1/21/2011,78.213,,1/21/2011,78.213,,1/17/2011,1/1/1900,,1/17/2011,82.68
1/18/2011,0.99,,1/18/2011,"2,178.7200",,1/18/2011,"36,818.7200",,1/18/2011,0.5845,,1/18/2011,0.2519,,1/18/2011,1.7710,,1/18/2011,1.4310,,1/18/2011,91.3800,,1/18/2011,-1.1865,,1/18/2011,-1.1791,,1/18/2011,1368.34,,2/14/2011,462.85,,2/10/2011,0.312,,1/18/2011,0.965,,1/24/2011,78.05,,1/24/2011,78.05,,1/18/2011,1/1/1900,,1/18/2011,82.56
1/19/2011,1.00,,1/19/2011,"2,156.9740",,1/19/2011,"36,493.0700",,1/19/2011,0.5683,,1/19/2011,0.2468,,1/19/2011,1.6900,,1/19/2011,1.4260,,1/19/2011,90.8600,,1/19/2011,-1.1217,,1/19/2011,-1.1792,,1/19/2011,1369.86,,2/15/2011,453.6,,2/11/2011,0.313,,1/19/2011,1.054,,1/25/2011,78.002,,1/25/2011,78.002,,1/19/2011,1/1/1900,,1/19/2011,82.02
1/20/2011,1.00,,1/20/2011,"2,154.1820",,1/20/2011,"36,201.1600",,1/20/2011,0.6250,,1/20/2011,0.2570,,1/20/2011,1.7210,,1/20/2011,1.3820,,1/20/2011,88.8600,,1/20/2011,-1.0960,,1/20/2011,-1.1250,,1/20/2011,1346.25,,2/16/2011,447,,2/14/2011,0.314,,1/20/2011,1.056,,1/26/2011,77.898,,1/26/2011,77.898,,1/20/2011,1/1/1900,,1/20/2011,83.01
1/21/2011,0.99,,1/21/2011,"2,159.4300",,1/21/2011,"36,004.3300",,1/21/2011,0.6087,,1/21/2011,0.2570,,1/21/2011,1.7270,,1/21/2011,1.3710,,1/21/2011,89.1100,,1/21/2011,-1.1183,,1/21/2011,-1.1140,,1/21/2011,1342.68,,2/17/2011,448.4,,2/15/2011,0.3135,,1/21/2011,1.042,,1/27/2011,77.727,,1/27/2011,77.727,,1/21/2011,1/1/1900,,1/21/2011,82.57
1/24/2011,0.99,,1/24/2011,"2,172.0310",,1/24/2011,"36,262.9700",,1/24/2011,0.6250,,1/24/2011,0.2590,,1/24/2011,1.7210,,1/24/2011,1.3950,,1/24/2011,87.8700,,1/24/2011,-1.0960,,1/24/2011,-1.1360,,1/24/2011,1334.4,,2/18/2011,448.2,,2/16/2011,0.3135,,1/24/2011,1.053,,1/28/2011,78.133,,1/28/2011,78.133,,1/24/2011,1/1/1900,,1/24/2011,82.53
1/25/2011,1.00,,1/25/2011,"2,172.6740",,1/25/2011,"36,024.0400",,1/25/2011,0.5760,,1/25/2011,0.2539,,1/25/2011,1.6740,,1/25/2011,1.3670,,1/25/2011,86.1900,,1/25/2011,-1.0980,,1/25/2011,-1.1131,,1/25/2011,1332.43,,2/22/2011,434.7,,2/17/2011,0.3135,,1/25/2011,1.043,,1/31/2011,77.735,,1/31/2011,77.735,,1/25/2011,1/1/1900,,1/25/2011,82.25
1/26/2011,0.99,,1/26/2011,"2,181.9240",,1/26/2011,"36,584.0200",,1/26/2011,0.6250,,1/26/2011,0.2570,,1/26/2011,1.6740,,1/26/2011,1.3650,,1/26/2011,87.3300,,1/26/2011,-1.0490,,1/26/2011,-1.1080,,1/26/2011,1346,,2/23/2011,427.55,,2/18/2011,0.3125,,1/26/2011,1.043,,2/1/2011,77.067,,2/1/2011,77.067,,1/26/2011,1/1/1900,,1/26/2011,82.17
1/27/2011,0.99,,1/27/2011,"2,186.9290",,1/27/2011,"36,443.1700",,1/27/2011,0.5778,,1/27/2011,0.2366,,1/27/2011,1.7250,,1/27/2011,1.3480,,1/27/2011,85.6400,,1/27/2011,-1.1472,,1/27/2011,-1.1114,,1/27/2011,1313.53,,2/24/2011,432.65,,2/21/2011,0.3125,,1/27/2011,1.039,,2/2/2011,77.158,,2/2/2011,77.158,,1/27/2011,1/1/1900,,1/27/2011,82.92
1/28/2011,1.00,,1/28/2011,"2,147.9460",,1/28/2011,"36,529.3400",,1/28/2011,0.5385,,1/28/2011,0.2285,,1/28/2011,1.6750,,1/28/2011,1.3360,,1/28/2011,89.3400,,1/28/2011,-1.1365,,1/28/2011,-1.1075,,1/28/2011,1336.78,,2/25/2011,443.6,,2/22/2011,0.3125,,1/28/2011,1.028,,2/3/2011,77.748,,2/3/2011,77.748,,1/28/2011,1/1/1900,,1/28/2011,82.12
1/31/2011,1.00,,1/31/2011,"2,164.4010",,1/31/2011,"36,840.3700",,1/31/2011,0.5620,,1/31/2011,0.2366,,1/31/2011,1.6670,,1/31/2011,1.3350,,1/31/2011,92.1900,,1/31/2011,-1.1050,,1/31/2011,-1.0984,,1/31/2011,1332.68,,2/28/2011,447.8,,2/23/2011,0.3115,,1/31/2011,1.014,,2/4/2011,78.044,,2/4/2011,78.044,,1/31/2011,1/1/1900,,1/31/2011,82.04
2/1/2011,0.99,,2/1/2011,"2,200.5420",,2/1/2011,"37,277.0400",,2/1/2011,0.6013,,2/1/2011,0.2438,,2/1/2011,1.7090,,2/1/2011,1.3520,,2/1/2011,90.7700,,2/1/2011,-1.1077,,2/1/2011,-1.1082,,2/1/2011,1341.4,,3/1/2011,449.05,,2/24/2011,0.3105,,2/1/2011,1.023,,2/7/2011,78.029,,2/7/2011,78.029,,2/1/2011,1/1/1900,,2/1/2011,81.35
2/2/2011,0.99,,2/2/2011,"2,194.9440",,2/2/2011,"37,189.1400",,2/2/2011,0.6566,,2/2/2011,0.2570,,2/2/2011,1.7490,,2/2/2011,1.3700,,2/2/2011,90.8600,,2/2/2011,-1.0924,,2/2/2011,-1.1130,,2/2/2011,1335.25,,3/2/2011,448,,2/25/2011,0.3105,,2/2/2011,1.04,,2/8/2011,77.999,,2/8/2011,77.999,,2/2/2011,1/1/1900,,2/2/2011,81.55
2/3/2011,0.99,,2/3/2011,"2,200.4230",,2/3/2011,"37,627.5300",,2/3/2011,0.7042,,2/3/2011,0.2672,,2/3/2011,1.7660,,2/3/2011,1.3780,,2/3/2011,90.5400,,2/3/2011,-1.0618,,2/3/2011,-1.1108,,2/3/2011,1354.35,,3/3/2011,447.5,,2/28/2011,0.3095,,2/3/2011,1.033,,2/9/2011,77.641,,2/9/2011,77.641,,2/3/2011,1/1/1900,,2/3/2011,81.63
2/4/2011,0.99,,2/4/2011,"2,206.7970",,2/4/2011,"37,492.9800",,2/4/2011,0.7444,,2/4/2011,0.2722,,2/4/2011,1.8360,,2/4/2011,1.4050,,2/4/2011,89.0300,,2/4/2011,-1.0916,,2/4/2011,-1.1328,,2/4/2011,1348.93,,3/4/2011,447.2,,3/1/2011,0.3095,,2/4/2011,0.957,,2/10/2011,78.25,,2/10/2011,78.25,,2/4/2011,1/1/1900,,2/4/2011,82.18
2/7/2011,0.99,,2/7/2011,"2,220.6030",,2/7/2011,"37,547.5600",,2/7/2011,0.7606,,2/7/2011,0.2743,,2/7/2011,1.8340,,2/7/2011,1.4100,,2/7/2011,87.4800,,2/7/2011,-1.0734,,2/7/2011,-1.1357,,2/7/2011,1351.28,,3/7/2011,431.3,,3/2/2011,0.3095,,2/7/2011,1.038,,2/11/2011,78.46,,2/11/2011,78.46,,2/7/2011,1/1/1900,,2/7/2011,82.33
2/8/2011,1.00,,2/8/2011,"2,230.5890",,2/8/2011,"37,767.4600",,2/8/2011,0.8488,,2/8/2011,0.2844,,2/8/2011,1.8820,,2/8/2011,1.4180,,2/8/2011,86.9400,,2/8/2011,-1.0332,,2/8/2011,-1.1336,,2/8/2011,1363.98,,3/8/2011,432.5,,3/3/2011,0.3095,,2/8/2011,0.967,,2/14/2011,78.614,,2/14/2011,78.614,,2/8/2011,1/1/1900,,2/8/2011,82.36
